frame,x,y,w,h,t,noX,noY,neX,neY,taX,taY,trk
82,26,643,51,109,0.0,18,607,12,611,9,684,4
82,112,307,46,81,2.29,134,326,119,317,88,284,7
82,236,344,79,123,3.24,210,397,210,380,228,299,8
82,274,533,55,110,2.8,287,585,280,582,252,492,9
82,211,461,59,136,0.04,234,399,216,406,200,520,10
82,340,360,59,115,5.71,309,321,313,331,363,397,11
82,277,299,62,92,1.63,315,301,301,288,236,284,12
82,350,290,66,106,5.04,313,279,318,281,394,286,13
82,398,318,65,125,1.03,439,280,428,287,344,341,14
82,486,316,86,142,4.73,424,314,436,290,540,287,15
82,626,317,72,150,4.78,560,331,571,302,689,308,16
82,794,348,80,138,4.47,731,365,753,362,850,312,17
82,695,363,87,164,2.06,746,402,736,394,652,306,18
82,730,648,91,141,4.01,692,693,705,685,766,591,19
82,451,373,76,157,0.71,492,325,470,339,407,424,20
82,343,566,70,140,2.98,358,629,338,615,322,506,21
82,409,517,70,157,4.06,355,563,365,555,457,490,22
82,403,576,51,144,3.72,374,635,377,625,432,530,23
82,683,758,66,142,3.95,632,802,636,794,714,707,24
82,415,736,60,132,5.62,387,686,389,693,447,787,26
82,538,601,88,172,5.34,480,543,493,553,606,626,27
82,438,679,77,137,5.66,389,646,393,650,458,729,28
82,505,777,67,147,4.1,449,813,457,790,539,723,29
82,475,656,94,157,4.84,404,636,415,632,509,665,30
82,524,901,78,157,1.84,590,926,566,925,460,885,31
82,169,738,57,140,6.27,168,679,165,699,148,796,32
82,375,774,73,136,6.2,367,712,364,720,375,824,33
82,768,784,41,152,0.23,791,721,789,735,770,849,36
82,283,832,71,114,-1.24,233,825,241,844,325,852,37
82,667,952,76,160,5.15,605,933,626,947,728,982,38
82,897,588,97,237,3.35,878,690,872,650,876,511,39
82,1083,624,99,182,3.71,1030,680,1028,648,1122,551,40
82,875,892,130,167,3.35,837,957,818,925,864,812,41
82,1271,479,102,160,3.52,1255,544,1224,527,1270,404,42
82,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
82,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
82,1230,578,102,176,1.24,1311,570,1288,590,1169,628,45
82,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
82,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
82,1568,498,58,142,1.26,1626,482,1618,487,1547,512,48
82,1619,503,85,135,2.62,1646,556,1652,524,1594,446,49
82,1583,575,67,146,1.81,1639,596,1631,587,1553,559,50
82,1559,642,83,131,1.24,1614,616,1603,620,1506,658,51
82,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
82,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
82,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
82,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
82,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
82,1284,616,51,158,4.62,1220,625,1266,616,1355,615,57
82,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
82,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
82,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
82,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
82,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
82,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
82,1008,752,68,167,0.57,1057,700,1035,712,980,820,64
82,871,734,93,182,0.02,853,657,854,681,865,809,65
82,1356,975,63,170,6.28,1358,902,1359,926,1374,1046,66
82,1046,936,76,202,5.39,982,872,982,906,1103,987,67
82,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
82,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
82,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
82,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
82,1859,547,68,126,2.64,1882,591,1887,573,1848,494,72
82,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
82,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
82,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
82,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
82,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
82,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
82,20,971,32,68,3.02,17,1002,12,992,7,944,79
82,44,1025,31,53,-1.54,27,1021,25,1022,61,1025,81
82,16,487,27,95,3.2,5,527,8,513,18,446,166
82,194,562,47,127,0.29,206,512,199,522,176,619,169
82,50,617,51,80,3.77,35,643,35,633,70,596,191
82,802,435,133,91,4.66,763,462,783,462,836,381,194
82,43,988,43,64,4.37,21,1000,21,994,54,983,217
82,457,565,84,159,3.65,409,626,418,611,461,488,219
82,92,520,23,120,0.17,98,467,99,482,84,566,220
83,43,494,63,101,3.31,26,536,22,525,38,451,1
83,57,561,49,65,4.82,31,559,33,556,68,559,3
83,26,643,50,108,0.0,18,607,12,611,9,684,4
83,112,307,46,81,2.29,134,326,119,317,88,284,7
83,237,344,82,123,3.24,210,397,210,380,228,299,8
83,274,533,55,110,2.8,287,585,280,582,252,492,9
83,211,454,59,121,0.04,234,399,216,406,201,511,10
83,340,360,59,115,5.71,309,321,313,331,363,397,11
83,277,299,62,92,1.63,315,301,301,288,236,284,12
83,350,290,66,106,5.04,313,279,318,281,394,286,13
83,398,318,65,125,1.03,439,280,428,287,344,341,14
83,486,316,86,140,4.73,424,314,436,290,540,287,15
83,626,317,72,150,4.78,560,331,571,302,689,308,16
83,794,348,80,138,4.47,731,365,753,362,850,312,17
83,699,362,82,158,2.06,752,405,739,399,653,309,18
83,718,638,119,138,4.69,659,670,671,668,766,591,19
83,451,373,76,157,0.71,481,318,470,339,406,428,20
83,345,565,73,140,2.98,358,629,338,615,322,506,21
83,409,517,70,157,4.06,349,551,362,549,458,490,22
83,401,579,51,138,3.72,374,635,377,625,433,532,23
83,683,758,66,142,3.95,632,802,636,794,714,707,24
83,417,738,60,139,5.62,387,686,389,693,455,787,26
83,538,601,88,172,5.34,480,543,493,553,606,626,27
83,438,679,77,137,5.66,389,646,393,650,458,729,28
83,505,777,67,147,4.1,449,813,457,790,539,723,29
83,475,656,94,157,4.84,404,636,415,632,509,665,30
83,524,901,78,157,1.84,590,926,563,925,460,884,31
83,169,738,57,141,6.27,157,681,165,699,150,792,32
83,375,774,73,136,6.2,367,712,364,720,375,824,33
83,768,784,41,152,0.23,791,721,789,735,770,849,36
83,283,832,71,114,-1.24,233,825,241,844,325,852,37
83,667,952,76,160,5.15,611,938,630,950,728,982,38
83,897,588,97,237,3.35,878,690,872,650,876,511,39
83,1080,623,99,182,3.92,1025,682,1022,648,1122,551,40
83,875,892,130,167,3.35,837,957,818,925,864,812,41
83,1269,479,106,158,3.52,1255,544,1237,524,1270,404,42
83,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
83,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
83,1230,578,101,176,1.24,1311,570,1290,588,1169,628,45
83,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
83,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
83,1570,499,54,145,1.26,1633,476,1628,477,1547,512,48
83,1619,503,85,135,2.62,1646,556,1652,524,1607,446,49
83,1583,575,67,146,1.81,1639,596,1631,587,1553,559,50
83,1562,640,83,138,1.24,1621,618,1603,620,1506,658,51
83,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
83,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
83,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
83,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
83,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
83,1285,616,51,156,4.62,1220,625,1266,616,1355,615,57
83,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
83,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
83,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
83,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
83,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
83,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
83,1008,752,68,167,0.57,1059,699,1043,712,980,820,64
83,871,734,93,182,0.02,853,657,854,681,865,809,65
83,1356,975,63,170,6.24,1347,901,1356,932,1374,1046,66
83,1046,936,76,202,5.39,982,872,982,906,1103,987,67
83,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
83,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
83,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
83,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
83,1859,547,68,126,2.64,1882,591,1887,573,1848,494,72
83,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
83,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
83,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
83,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
83,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
83,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
83,20,971,32,68,3.02,17,1002,12,992,7,944,79
83,44,1025,31,53,-1.54,27,1021,25,1022,61,1025,81
83,17,476,34,120,3.14,9,521,7,499,24,425,166
83,195,554,47,127,0.29,208,504,200,513,178,611,169
83,54,629,59,90,3.15,38,669,36,657,70,596,191
83,803,434,130,91,4.66,763,462,783,462,836,381,194
83,43,988,43,64,4.37,21,1000,21,994,51,984,217
83,457,566,84,158,3.65,409,626,418,611,461,488,219
83,91,507,31,135,0.05,92,450,93,463,89,550,220
84,43,494,63,101,3.31,26,536,22,525,38,451,1
84,57,561,49,65,4.82,31,559,33,556,68,559,3
84,17,644,32,107,0.0,18,607,12,611,9,684,4
84,112,307,46,81,2.29,134,326,119,317,88,284,7
84,237,344,81,123,3.24,210,397,210,380,228,299,8
84,274,533,55,110,2.8,287,585,280,582,252,492,9
84,211,451,59,116,0.04,234,399,216,406,202,508,10
84,340,360,59,115,5.71,313,315,317,325,362,400,11
84,277,299,62,92,1.63,315,301,301,288,236,284,12
84,351,289,65,106,5.04,313,279,318,281,394,286,13
84,398,318,65,125,1.03,439,280,428,287,344,341,14
84,486,316,86,142,4.73,424,314,436,290,540,287,15
84,626,317,72,150,4.78,560,331,571,302,689,308,16
84,794,348,80,138,4.47,731,365,753,362,850,312,17
84,704,367,87,183,2.06,767,422,758,398,663,313,18
84,710,638,119,155,4.69,639,671,656,668,756,597,19
84,451,373,76,157,0.71,491,327,470,339,406,428,20
84,345,565,74,140,2.98,358,629,338,615,322,506,21
84,417,522,69,145,4.48,350,539,360,541,458,490,22
84,399,582,51,131,3.72,374,635,377,625,432,534,23
84,683,758,66,142,3.95,632,802,636,794,714,707,24
84,415,735,60,141,5.62,379,681,386,696,456,784,26
84,535,599,88,178,5.34,484,538,499,550,606,626,27
84,438,679,77,137,5.66,389,646,393,650,458,729,28
84,505,777,67,147,4.1,449,813,457,790,539,723,29
84,475,656,94,157,4.84,404,636,415,632,509,665,30
84,528,902,78,166,1.84,597,921,566,921,460,884,31
84,167,739,61,143,6.27,162,680,152,691,150,792,32
84,375,774,73,136,6.2,367,712,364,720,368,829,33
84,768,784,41,152,0.23,791,721,789,735,770,849,36
84,283,832,71,114,-1.24,233,825,241,844,325,852,37
84,686,944,116,108,6.03,651,903,648,927,728,982,38
84,897,588,97,237,3.35,878,690,872,650,876,511,39
84,1080,623,99,182,3.92,1025,682,1022,648,1122,551,40
84,875,892,130,167,3.35,837,957,818,925,864,812,41
84,1271,482,102,155,3.52,1255,544,1233,525,1275,409,42
84,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
84,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
84,1230,577,103,176,1.24,1311,570,1290,590,1169,628,45
84,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
84,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
84,1568,500,53,141,1.26,1624,486,1618,487,1547,512,48
84,1619,503,85,135,2.62,1646,556,1652,524,1607,446,49
84,1583,575,67,146,1.81,1639,596,1631,587,1553,559,50
84,1560,641,83,133,1.24,1613,614,1601,617,1506,658,51
84,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
84,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
84,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
84,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
84,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
84,1284,617,51,158,4.62,1220,625,1266,616,1355,615,57
84,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
84,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
84,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
84,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
84,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
84,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
84,1011,755,68,167,0.66,1057,707,1044,716,980,820,64
84,871,734,93,182,0.02,853,657,854,681,865,809,65
84,1355,975,66,174,6.2,1347,901,1356,932,1374,1046,66
84,1046,936,76,202,5.39,994,867,987,903,1103,987,67
84,1113,933,71,171,5.03,1045,906,1074,928,1187,946,68
84,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
84,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
84,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
84,1859,547,68,126,2.64,1882,591,1887,573,1848,494,72
84,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
84,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
84,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
84,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
84,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
84,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
84,20,971,32,68,3.02,17,1002,12,992,7,944,79
84,44,1025,31,53,-1.54,27,1021,25,1022,61,1025,81
84,19,471,34,120,-3.14,16,512,14,497,27,419,166
84,195,551,47,127,0.29,226,501,206,501,171,595,169
84,56,644,59,107,3.15,40,685,37,674,54,603,191
84,803,434,130,91,4.66,763,462,783,462,836,381,194
84,43,988,43,64,4.37,21,1000,21,994,50,983,217
84,457,565,84,159,3.65,409,626,418,611,461,488,219
84,87,481,37,112,6.05,81,442,82,457,96,528,220
84,35,296,51,68,1.58,59,299,42,305,1,294,256
85,43,494,63,101,3.31,26,536,22,525,38,451,1
85,57,561,49,65,4.82,31,559,33,556,68,559,3
85,17,643,33,107,0.0,18,607,12,611,9,684,4
85,112,307,46,81,2.29,134,326,119,317,88,284,7
85,236,344,80,123,3.24,210,397,210,380,228,299,8
85,276,538,55,102,2.8,287,585,280,582,254,498,9
85,211,449,59,112,0.04,234,399,216,406,201,504,10
85,340,360,59,115,5.71,320,317,317,325,362,400,11
85,277,300,63,92,1.63,315,301,301,288,236,284,12
85,350,290,65,106,5.04,313,279,318,281,394,286,13
85,398,318,65,125,1.03,439,280,428,287,344,341,14
85,486,316,86,142,4.73,424,314,436,290,540,287,15
85,626,317,72,150,4.78,560,331,571,302,689,308,16
85,794,348,80,138,4.47,731,365,753,362,850,312,17
85,719,378,71,172,2.06,780,419,767,408,672,323,18
85,682,646,96,155,-1.6,611,667,627,664,733,611,19
85,451,373,76,157,0.71,488,322,470,339,406,428,20
85,346,565,74,140,2.98,358,629,338,615,322,506,21
85,417,522,69,145,4.48,348,533,359,532,458,490,22
85,398,584,51,127,3.72,374,635,377,625,428,535,23
85,683,758,66,142,3.95,632,802,636,794,714,707,24
85,416,737,60,146,5.62,374,691,385,703,458,785,26
85,543,593,88,170,5.58,503,531,511,546,606,626,27
85,438,679,77,137,5.66,389,646,393,650,458,729,28
85,505,777,67,147,4.1,449,813,457,790,539,723,29
85,475,656,94,157,4.84,404,636,415,632,509,665,30
85,526,901,78,172,1.84,595,930,568,927,456,884,31
85,167,743,61,136,6.27,158,688,148,700,150,792,32
85,375,774,73,136,6.2,367,712,364,720,375,824,33
85,768,784,41,152,0.23,791,721,789,735,770,849,36
85,283,832,71,114,-1.24,233,825,241,844,325,852,37
85,695,935,125,100,0.36,683,888,672,901,728,982,38
85,897,588,97,237,3.35,878,690,872,650,876,511,39
85,1079,611,99,214,3.74,1025,682,1017,649,1098,536,40
85,875,892,130,167,3.35,837,957,818,925,864,812,41
85,1273,479,94,153,3.52,1255,544,1250,522,1281,410,42
85,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
85,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
85,1230,576,106,176,1.24,1311,570,1291,588,1169,628,45
85,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
85,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
85,1568,500,53,141,1.26,1629,491,1623,488,1547,512,48
85,1619,503,85,135,2.62,1646,556,1652,524,1607,446,49
85,1583,575,67,146,1.81,1643,593,1638,588,1553,559,50
85,1560,641,83,133,1.24,1613,608,1605,612,1506,658,51
85,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
85,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
85,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
85,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
85,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
85,1283,615,52,158,-1.66,1218,622,1264,613,1355,615,57
85,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
85,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
85,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
85,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
85,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
85,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
85,1006,761,68,152,0.66,1057,711,1044,716,980,820,64
85,871,734,93,182,0.02,853,657,854,681,865,809,65
85,1355,973,66,174,6.2,1347,901,1356,932,1374,1046,66
85,1046,936,76,202,5.39,995,866,985,901,1103,987,67
85,1111,935,67,172,5.03,1044,903,1071,925,1192,948,68
85,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
85,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
85,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
85,1859,547,68,126,2.64,1882,591,1887,573,1848,494,72
85,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
85,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
85,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
85,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
85,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
85,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
85,18,964,32,68,3.07,15,994,9,984,4,936,79
85,44,1025,31,53,-1.54,27,1021,25,1022,61,1025,81
85,24,465,34,98,3.05,23,509,20,495,21,427,166
85,193,547,54,127,0.29,227,498,206,499,168,591,169
85,45,660,52,107,3.15,28,703,27,693,46,621,191
85,803,434,130,91,4.66,763,462,783,462,836,381,194
85,43,988,43,64,4.37,21,1000,21,994,52,987,217
85,457,565,84,159,3.65,409,626,418,611,461,488,219
85,84,458,41,105,5.79,70,430,78,432,99,502,220
85,35,302,53,68,1.58,59,299,42,305,1,294,256
86,43,494,63,101,3.31,26,536,22,525,38,451,1
86,57,561,49,65,4.82,31,559,33,556,68,559,3
86,17,643,32,108,0.0,18,607,12,611,9,684,4
86,112,307,46,81,2.29,134,326,119,317,88,284,7
86,237,344,81,123,3.24,210,397,210,380,228,299,8
86,276,538,55,102,2.8,287,585,280,582,254,498,9
86,211,448,59,110,0.04,234,399,216,406,202,502,10
86,340,360,59,115,5.71,320,317,317,325,362,400,11
86,277,299,61,92,1.63,315,301,301,288,236,284,12
86,351,289,64,106,5.04,313,279,318,281,394,286,13
86,398,318,65,125,1.03,439,280,428,287,344,341,14
86,487,316,86,140,4.73,427,319,441,294,540,287,15
86,626,317,72,150,4.78,560,331,571,302,689,308,16
86,794,348,80,138,4.47,731,365,753,362,850,312,17
86,713,382,64,178,2.4,764,442,751,428,665,330,18
86,661,641,95,143,-1.31,599,648,607,650,720,632,19
86,451,373,76,157,0.71,482,317,467,336,406,428,20
86,346,565,75,140,2.98,358,629,338,615,322,506,21
86,417,522,69,145,4.48,349,527,361,526,458,490,22
86,398,584,51,127,3.72,374,635,377,625,428,535,23
86,683,758,66,142,3.95,632,802,636,794,714,707,24
86,415,736,60,143,5.62,371,685,381,700,457,787,26
86,553,594,106,164,6.12,513,524,516,535,606,626,27
86,438,679,77,137,5.66,389,646,393,650,458,729,28
86,505,777,67,147,4.1,449,813,457,790,539,723,29
86,475,656,94,157,4.84,404,636,415,632,509,665,30
86,518,899,78,172,1.84,583,936,563,933,445,877,31
86,166,744,63,137,6.27,165,688,148,700,150,799,32
86,375,774,73,136,6.2,367,712,364,720,375,824,33
86,768,784,41,152,0.23,791,721,789,735,770,849,36
86,283,832,71,114,-1.24,233,825,241,844,325,852,37
86,712,923,113,134,0.36,714,863,698,878,728,982,38
86,897,588,97,237,3.35,878,690,872,650,876,511,39
86,1079,611,99,214,3.74,1025,682,1017,649,1098,536,40
86,875,892,130,167,3.35,837,957,818,925,864,812,41
86,1281,479,78,152,3.22,1268,542,1268,519,1308,410,42
86,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
86,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
86,1230,578,102,176,1.24,1311,570,1293,592,1169,628,45
86,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
86,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
86,1572,501,53,141,1.26,1633,484,1623,488,1547,512,48
86,1619,503,85,135,2.62,1646,556,1652,524,1607,446,49
86,1583,575,67,146,1.81,1641,593,1636,588,1553,559,50
86,1560,641,83,133,1.24,1613,608,1605,612,1506,658,51
86,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
86,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
86,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
86,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
86,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
86,1283,615,52,158,-1.66,1218,622,1264,613,1355,615,57
86,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
86,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
86,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
86,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
86,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
86,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
86,1009,756,68,162,0.66,1058,705,1042,711,975,822,64
86,871,734,93,182,0.02,853,657,854,681,865,809,65
86,1355,974,66,174,6.2,1347,901,1356,932,1374,1046,66
86,1046,936,76,202,5.39,995,866,985,901,1103,987,67
86,1098,928,92,169,5.37,1035,893,1062,915,1179,949,68
86,1088,980,118,182,5.3,1004,956,1015,983,1147,1039,69
86,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
86,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
86,1859,547,68,126,2.64,1882,591,1887,573,1848,494,72
86,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
86,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
86,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
86,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
86,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
86,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
86,16,962,32,68,3.15,4,987,1,978,4,936,79
86,44,1025,31,53,-1.54,27,1021,25,1022,61,1025,81
86,27,488,34,98,3.09,26,536,22,525,38,451,166
86,27,488,34,98,3.09,20,529,17,516,18,447,166
86,194,543,54,127,0.29,227,490,204,494,174,587,169
86,36,687,52,90,3.29,17,719,16,709,34,649,191
86,803,434,130,91,4.66,763,462,783,462,836,381,194
86,40,989,43,64,4.72,10,987,16,987,52,987,217
86,457,565,84,159,3.65,409,626,418,611,461,488,219
86,80,439,48,84,5.33,52,422,59,422,99,461,220
86,35,302,53,68,1.58,59,299,42,305,1,294,256
87,47,509,51,91,3.74,20,537,25,522,54,473,1
87,57,561,49,65,4.82,31,559,33,556,68,559,3
87,18,644,35,107,0.0,18,607,12,611,9,684,4
87,112,307,46,81,2.29,134,326,119,317,88,284,7
87,237,344,80,123,3.24,210,397,210,380,228,299,8
87,275,535,55,109,2.8,287,585,280,582,252,492,9
87,211,447,59,107,0.04,234,399,216,406,202,499,10
87,340,360,59,115,5.71,320,317,317,325,362,400,11
87,277,300,63,92,1.63,315,301,301,288,236,284,12
87,350,290,65,106,5.04,313,279,318,281,394,286,13
87,398,318,65,125,1.03,439,280,428,287,344,341,14
87,486,316,86,142,4.73,428,318,443,297,540,287,15
87,626,317,72,150,4.78,560,331,571,302,689,308,16
87,794,348,80,138,4.47,738,367,755,363,850,312,17
87,709,405,83,175,2.81,718,478,714,460,667,337,18
87,659,646,84,155,4.72,589,657,600,658,718,640,19
87,452,379,76,157,0.71,485,328,467,336,409,432,20
87,346,565,75,140,2.98,358,629,338,615,322,506,21
87,417,522,69,145,4.48,350,542,361,526,458,490,22
87,398,584,51,127,3.72,374,635,377,625,428,535,23
87,683,758,66,142,3.95,632,802,636,794,714,707,24
87,415,736,60,143,5.62,371,685,381,700,457,789,26
87,544,591,116,171,6.12,499,518,503,529,581,625,27
87,438,679,77,137,5.66,389,646,393,650,458,729,28
87,505,777,67,147,4.1,449,813,457,790,539,723,29
87,475,656,94,157,4.84,404,636,415,632,509,665,30
87,518,899,78,172,1.84,583,936,563,933,445,877,31
87,167,743,60,136,6.27,167,686,163,699,150,799,32
87,375,774,73,136,6.2,367,712,364,720,375,828,33
87,768,784,41,152,0.23,791,721,789,735,770,849,36
87,283,832,71,114,-1.24,233,825,241,844,325,852,37
87,721,920,97,145,0.36,740,856,720,869,728,982,38
87,897,588,97,237,3.35,878,690,872,650,876,511,39
87,1079,611,99,214,3.74,1025,682,1017,649,1098,536,40
87,875,892,130,167,3.35,837,957,818,925,864,812,41
87,1280,475,79,155,3.22,1269,535,1274,512,1295,406,42
87,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
87,1308,394,102,162,4.81,1230,375,1253,360,1383,392,44
87,1230,576,105,176,1.24,1311,570,1292,591,1169,628,45
87,1408,534,112,172,3.49,1369,596,1360,558,1417,457,46
87,1588,423,55,139,4.73,1529,436,1546,416,1646,429,47
87,1572,501,53,141,1.26,1633,484,1623,488,1547,512,48
87,1619,503,85,135,2.62,1646,556,1652,524,1607,446,49
87,1583,575,67,146,1.81,1641,593,1636,588,1553,559,50
87,1560,641,83,133,1.24,1613,608,1605,612,1506,658,51
87,1632,642,50,173,3.13,1631,721,1644,692,1641,565,52
87,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
87,1551,741,64,170,3.54,1514,807,1510,780,1566,661,54
87,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
87,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
87,1283,615,52,158,-1.66,1218,622,1264,613,1355,615,57
87,1356,727,61,181,6.24,1364,640,1356,677,1360,808,58
87,1278,664,77,176,1.6,1361,651,1334,664,1200,660,59
87,1270,701,84,162,5.09,1199,677,1237,684,1317,753,60
87,1192,700,77,193,4.97,1116,662,1145,670,1266,739,61
87,1322,826,76,148,5.4,1274,784,1292,782,1377,864,62
87,1301,870,73,108,2.23,1321,912,1330,878,1261,836,63
87,1009,756,68,162,0.66,1058,705,1042,711,975,822,64
87,871,734,93,182,0.02,853,657,854,681,865,809,65
87,1354,972,66,174,6.2,1347,901,1356,932,1374,1046,66
